t,s_m,pct,plane,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,lag_rad
58.9077,4.67520,38.54,MID,-0.222441,1.464444,1.164604,0.054947,0.032967,0.362637,-0.235107,1.483875,1.186222,-0.253317,0.388616,0.432356,-0.217339,0.407814,0.075702,0.109183,0.310381,0.324379,0.111834,0.314230,0.320000,0.329024,0.462038,0.021618
58.9171,4.67600,38.54,MID,-0.223204,1.464444,1.166893,0.164837,0.164837,0.032967,-0.235768,1.483823,1.188837,-0.251288,0.387586,0.438883,-0.212454,0.393163,0.075702,0.108563,0.310675,0.324331,0.111097,0.314541,0.320000,0.329097,0.462056,0.021944
58.9276,4.67680,38.55,MID,-0.223967,1.464444,1.169563,0.032967,-0.010990,0.472527,-0.236432,1.483750,1.191412,-0.249297,0.386120,0.436970,-0.114774,0.373627,0.070818,0.107838,0.311005,0.324300,0.110359,0.314849,0.320000,0.329171,0.462087,0.021848
58.9375,4.67760,38.56,MID,-0.224348,1.464444,1.171853,0.252747,0.186813,0.428570,-0.237084,1.483690,1.193996,-0.254711,0.384916,0.442870,-0.266178,0.363858,0.061050,0.107213,0.311260,0.324329,0.109620,0.315156,0.320000,0.329207,0.462133,0.022144
58.9475,4.67840,38.56,MID,-0.225111,1.464444,1.174142,-0.494507,0.142857,0.604397,-0.237725,1.483643,1.196591,-0.252274,0.383975,0.448993,-0.090354,0.358974,0.046398,0.106587,0.311554,0.324279,0.108882,0.315463,0.320000,0.329282,0.462151,0.022450
58.9570,4.67920,38.57,MID,-0.225874,1.464444,1.176049,-0.450550,-0.010990,-0.032967,-0.238368,1.483572,1.199143,-0.249887,0.382561,0.461881,-0.280830,0.324786,0.070818,0.106063,0.311812,0.324211,0.108141,0.315766,0.320000,0.329357,0.462157,0.023094
58.9656,4.68000,38.58,MID,-0.226256,1.464444,1.179101,0.054947,0.032967,0.714287,-0.239007,1.483498,1.201682,-0.255027,0.381084,0.451614,-0.168498,0.324786,0.075702,0.105222,0.312138,0.324273,0.107400,0.316067,0.320000,0.329396,0.462228,0.022581
58.9757,4.68080,38.58,MID,-0.226637,1.464444,1.181390,-0.076923,-0.230770,0.010990,-0.239634,1.483438,1.204230,-0.259945,0.379870,0.456808,-0.207570,0.339438,0.085470,0.104589,0.312392,0.324299,0.106659,0.316368,0.320000,0.329435,0.462274,0.022840
58.9857,4.68160,38.59,MID,-0.227781,1.464444,1.184060,-0.142857,0.054947,0.362637,-0.240251,1.483388,1.206785,-0.249401,0.378873,0.454504,-0.202686,0.393163,0.085470,0.103847,0.312760,0.324185,0.105917,0.316668,0.320000,0.329550,0.462276,0.022725
58.9957,4.68240,38.60,MID,-0.228163,1.464444,1.186730,-0.120880,0.054947,0.098900,-0.240876,1.483300,1.209277,-0.254268,0.377121,0.450936,-0.158731,0.329670,0.070818,0.103102,0.313050,0.324227,0.105173,0.316963,0.320000,0.329591,0.462335,0.022547
59.0059,4.68320,38.60,MID,-0.228926,1.464444,1.189019,-0.406593,-0.054947,0.340660,-0.241490,1.483226,1.211779,-0.251283,0.375632,0.455200,-0.100122,0.358974,0.026862,0.102461,0.313343,0.324172,0.104429,0.317257,0.320000,0.329670,0.462353,0.022760
59.0161,4.68400,38.61,MID,-0.229689,1.464444,1.191689,0.010990,0.274727,0.076923,-0.242093,1.483164,1.214291,-0.248078,0.374408,0.452038,-0.070818,0.368742,0.036630,0.101710,0.313671,0.324134,0.103685,0.317551,0.320000,0.329750,0.462383,0.022602
59.0260,4.68480,38.62,MID,-0.230070,1.464444,1.194741,-0.296703,-0.032967,0.318680,-0.242692,1.483095,1.216783,-0.252436,0.373025,0.440838,-0.105006,0.339438,0.046398,0.100848,0.313996,0.324190,0.102941,0.317843,0.320000,0.329794,0.462454,0.022042
59.0363,4.68560,38.62,MID,-0.230452,1.464444,1.197411,-0.054947,0.076923,0.428570,-0.243292,1.483007,1.219239,-0.256809,0.371258,0.436542,-0.202686,0.305250,0.056166,0.100091,0.314285,0.324229,0.102194,0.318131,0.320000,0.329838,0.462512,0.021827
59.0462,4.68640,38.63,MID,-0.230833,1.464444,1.200082,-0.120880,0.010990,0.516483,-0.243881,1.482932,1.221704,-0.260962,0.369756,0.432449,-0.158731,0.363858,0.046398,0.099329,0.314573,0.324266,0.101448,0.318419,0.320000,0.329883,0.462570,0.021622
59.0565,4.68720,38.64,MID,-0.231596,1.464444,1.203133,-0.186813,-0.010990,0.714287,-0.244459,1.482870,1.224180,-0.257264,0.368521,0.420929,-0.144078,0.373627,0.031746,0.098456,0.314937,0.324240,0.100701,0.318706,0.320000,0.329968,0.462613,0.021046
59.0663,4.68800,38.64,MID,-0.231978,1.464444,1.205804,0.010990,-0.076923,0.142857,-0.245041,1.482781,1.226608,-0.261267,0.366749,0.416093,-0.114774,0.344322,0.036630,0.097687,0.315225,0.324276,0.099953,0.318989,0.320000,0.330014,0.462671,0.020805
59.0761,4.68880,38.65,MID,-0.232359,1.464444,1.208856,-0.076923,0.010990,0.010990,-0.245616,1.482692,1.229028,-0.265149,0.364966,0.403440,-0.163614,0.295483,0.007326,0.096805,0.315548,0.324327,0.099204,0.319271,0.320000,0.330064,0.462741,0.020172
59.0861,4.68960,38.66,MID,-0.232741,1.464063,1.211526,-0.076923,0.010990,0.362637,-0.246181,1.482617,1.231457,-0.268811,0.371079,0.398619,-0.236875,0.334555,0.012210,0.095860,0.315824,0.324410,0.098455,0.319552,0.320000,0.330052,0.462791,0.019931
59.0962,4.69040,38.66,MID,-0.233122,1.464063,1.214196,-0.010990,-0.098900,0.230770,-0.246736,1.482549,1.233889,-0.272290,0.369732,0.393859,-0.188034,0.344322,-0.002442,0.095080,0.316112,0.324442,0.097706,0.319833,0.320000,0.330101,0.462849,0.019693
59.1063,4.69120,38.67,MID,-0.233503,1.464444,1.216866,0.186813,0.516483,0.274727,-0.247299,1.482446,1.236262,-0.275902,0.360037,0.387904,-0.144078,0.358974,-0.036630,0.094468,0.316411,0.324424,0.096955,0.320107,0.320000,0.330212,0.462916,0.019395
59.1164,4.69200,38.68,MID,-0.234266,1.464063,1.219537,0.208790,-0.186813,-0.098900,-0.247850,1.482356,1.238644,-0.271665,0.365867,0.382152,-0.163614,0.324786,0.026862,0.093511,0.316725,0.324425,0.096203,0.320382,0.320000,0.330241,0.462937,0.019108
59.1265,4.69280,38.68,MID,-0.234648,1.464063,1.222207,-0.208790,0.164837,0.318680,-0.248390,1.482279,1.241037,-0.274839,0.364336,0.376604,-0.251526,0.363858,0.051282,0.092721,0.317012,0.324454,0.095452,0.320657,0.320000,0.330293,0.462995,0.018830
59.1368,4.69360,38.69,MID,-0.235029,1.464444,1.224114,0.142857,0.230770,0.164837,-0.248928,1.482192,1.243407,-0.277964,0.354968,0.385845,-0.212454,0.334555,0.046398,0.092326,0.317240,0.324403,0.094700,0.320929,0.320000,0.330401,0.463036,0.019292
59.1466,4.69440,38.70,MID,-0.235792,1.464063,1.226785,-0.098900,-0.032967,0.516483,-0.249465,1.482088,1.245743,-0.273459,0.360512,0.379164,-0.114774,0.310134,0.051282,0.091359,0.317553,0.324400,0.093946,0.321197,0.320000,0.330434,0.463057,0.018958
59.1569,4.69520,38.70,MID,-0.235792,1.464063,1.229073,-0.142857,0.186813,0.252747,-0.249992,1.481997,1.248089,-0.283995,0.358694,0.380317,-0.275947,0.305250,0.046398,0.090673,0.317765,0.324491,0.093192,0.321465,0.320000,0.330448,0.463131,0.019016
59.1670,4.69600,38.71,MID,-0.236555,1.464063,1.231362,-0.164837,0.252747,0.472527,-0.250508,1.481920,1.250446,-0.279054,0.357147,0.381673,-0.324786,0.476191,0.070818,0.089985,0.318055,0.324422,0.092438,0.321733,0.320000,0.330539,0.463148,0.019084
59.1771,4.69680,38.72,MID,-0.236937,1.464063,1.232888,0.010990,-0.054947,-0.054947,-0.251028,1.481813,1.252753,-0.281826,0.355014,0.397291,-0.227106,0.300366,0.056166,0.089525,0.318235,0.324403,0.091683,0.321996,0.320000,0.330587,0.463169,0.019865
59.1870,4.69760,38.72,MID,-0.237318,1.464063,1.235178,-0.164837,0.076923,0.472527,-0.251541,1.481708,1.255053,-0.284465,0.352907,0.397497,-0.144078,0.315019,0.070818,0.088832,0.318485,0.324412,0.090927,0.322257,0.320000,0.330642,0.463214,0.019875
59.1972,4.69840,38.73,MID,-0.237700,1.464063,1.237467,-0.098900,0.032967,0.384617,-0.252044,1.481616,1.257363,-0.286887,0.351070,0.397927,-0.163614,0.427350,0.061050,0.088136,0.318735,0.324421,0.090171,0.322519,0.320000,0.330696,0.463259,0.019896
59.2077,4.69920,38.74,MID,-0.238081,1.464063,1.239756,0.230770,-0.076923,0.076923,-0.252538,1.481531,1.259674,-0.289139,0.349372,0.398374,-0.192918,0.324786,0.075702,0.087438,0.318985,0.324429,0.089414,0.322780,0.320000,0.330752,0.463304,0.019919
59.2174,4.70000,38.74,MID,-0.238463,1.464063,1.241663,0.164837,0.098900,0.362637,-0.253038,1.481411,1.261928,-0.291512,0.346973,0.405303,-0.197803,0.315019,0.080586,0.086854,0.319200,0.324422,0.088656,0.323034,0.320000,0.330805,0.463337,0.020265
59.2272,4.70080,38.75,MID,-0.239226,1.464063,1.243570,-0.274727,0.120880,-0.120880,-0.253527,1.481305,1.264192,-0.286038,0.344843,0.412438,-0.163614,0.329670,0.056166,0.086268,0.319453,0.324334,0.087898,0.323289,0.320000,0.330897,0.463341,0.020622
59.2374,4.70160,38.76,MID,-0.239607,1.464063,1.245859,-0.252747,0.274727,0.032967,-0.254006,1.481212,1.266466,-0.287978,0.342986,0.412148,-0.275947,0.300366,0.061050,0.085562,0.319702,0.324340,0.087139,0.323544,0.320000,0.330954,0.463386,0.020607
59.2474,4.70240,38.76,MID,-0.239988,1.464063,1.248148,-0.208790,0.340660,0.428570,-0.254476,1.481127,1.268743,-0.289741,0.341289,0.411905,-0.188034,0.280830,0.114774,0.084854,0.319952,0.324345,0.086381,0.323798,0.320000,0.331012,0.463431,0.020595
59.2574,4.70320,38.77,MID,-0.240751,1.464063,1.250437,-0.318680,0.296703,0.230770,-0.254937,1.481049,1.271021,-0.283705,0.339733,0.411682,-0.153846,0.305250,0.100122,0.084143,0.320239,0.324269,0.085622,0.324052,0.320000,0.331109,0.463448,0.020584
59.2676,4.70400,38.78,MID,-0.241133,1.464063,1.253107,-0.054947,-0.054947,0.296703,-0.255387,1.480985,1.273309,-0.285083,0.338453,0.404033,-0.173382,0.305250,0.046398,0.083308,0.320523,0.324286,0.084863,0.324305,0.320000,0.331172,0.463505,0.020202
59.2777,4.70480,38.78,MID,-0.241514,1.464063,1.255014,0.010990,-0.032967,0.274727,-0.255827,1.480935,1.275607,-0.286245,0.337451,0.411846,-0.310134,0.305250,0.085470,0.082710,0.320736,0.324275,0.084104,0.324559,0.320000,0.331229,0.463538,0.020592
59.2878,4.70560,38.79,MID,-0.241896,1.464063,1.256922,-0.032967,-0.076923,-0.076923,-0.256271,1.480854,1.277854,-0.287497,0.335833,0.418641,-0.188034,0.324786,0.061050,0.082110,0.320950,0.324263,0.083344,0.324807,0.320000,0.331286,0.463570,0.020932
59.2978,4.70640,38.80,MID,-0.242277,1.464444,1.259973,0.164837,0.186813,0.494507,-0.256708,1.480776,1.280095,-0.288612,0.326633,0.402440,-0.295483,0.442002,0.051282,0.081320,0.321280,0.324246,0.082583,0.325053,0.320000,0.331412,0.463648,0.020122
59.3080,4.70720,38.80,MID,-0.242659,1.464063,1.262262,0.032967,-0.120880,0.186813,-0.257134,1.480711,1.282347,-0.289512,0.332969,0.401702,-0.231990,0.388278,0.065934,0.080417,0.321515,0.324290,0.081822,0.325300,0.320000,0.331419,0.463684,0.020085
59.3179,4.70800,38.81,MID,-0.243040,1.463681,1.264170,0.032967,-0.274727,0.120880,-0.257553,1.480653,1.284599,-0.290248,0.339438,0.408598,-0.290598,0.251526,0.061050,0.079633,0.321715,0.324320,0.081061,0.325546,0.320000,0.331424,0.463708,0.020430
59.3283,4.70880,38.82,MID,-0.243422,1.464063,1.266840,0.120880,0.032967,0.494507,-0.257977,1.480560,1.286795,-0.291101,0.329944,0.399106,-0.197803,0.412699,0.051282,0.078953,0.322010,0.324287,0.080297,0.325786,0.320000,0.331548,0.463773,0.019955
59.3383,4.70960,38.82,MID,-0.244185,1.464063,1.269510,0.010990,-0.164837,0.494507,-0.258390,1.480480,1.289001,-0.284110,0.328356,0.389820,-0.105006,0.261294,0.051282,0.078094,0.322330,0.324216,0.079534,0.326026,0.320000,0.331655,0.463801,0.019491
59.3481,4.71040,38.83,MID,-0.244185,1.463681,1.271417,-0.010990,0.076923,0.010990,-0.258793,1.480415,1.291217,-0.292165,0.334678,0.395998,-0.251526,0.290598,0.021978,0.077300,0.322490,0.324323,0.078771,0.326266,0.320000,0.331625,0.463854,0.019800
59.3583,4.71120,38.83,MID,-0.244566,1.463681,1.274088,-0.252747,0.406593,0.406593,-0.259194,1.480337,1.293409,-0.292551,0.333126,0.386414,-0.275947,0.344322,0.075702,0.076433,0.322771,0.324330,0.078007,0.326503,0.320000,0.331697,0.463910,0.019321
59.3683,4.71200,38.84,MID,-0.244948,1.463300,1.276758,0.054947,0.032967,0.318680,-0.259594,1.480243,1.295569,-0.292930,0.338871,0.376213,-0.202686,0.402930,0.046398,0.075383,0.323038,0.324378,0.077242,0.326737,0.320000,0.331717,0.463959,0.018811
59.3785,4.71280,38.85,MID,-0.245710,1.463300,1.279047,0.054947,0.098900,0.142857,-0.259984,1.480163,1.297739,-0.285465,0.337265,0.373848,-0.241758,0.290598,0.026862,0.074633,0.323323,0.324290,0.076477,0.326970,0.320000,0.331825,0.463974,0.018692
59.3884,4.71360,38.85,MID,-0.246092,1.463300,1.281336,-0.120880,0.274727,0.142857,-0.260363,1.480097,1.299920,-0.285416,0.335942,0.371688,-0.246642,0.368742,0.031746,0.073878,0.323568,0.324282,0.075712,0.327203,0.320000,0.331895,0.464018,0.018584
59.3981,4.71440,38.86,MID,-0.246473,1.462918,1.284006,0.054947,0.362637,0.032967,-0.260746,1.479999,1.302051,-0.285455,0.341624,0.360894,-0.334555,0.383394,0.031746,0.072816,0.323834,0.324325,0.074945,0.327431,0.320000,0.331919,0.464066,0.018045
59.4090,4.71520,38.87,MID,-0.246855,1.462918,1.285913,-0.142857,-0.120880,0.252747,-0.261123,1.479904,1.304176,-0.285360,0.339718,0.365248,-0.300366,0.329670,0.075702,0.072181,0.324044,0.324302,0.074177,0.327658,0.320000,0.331986,0.464098,0.018262
59.4181,4.71600,38.87,MID,-0.247236,1.462537,1.288584,0.186813,-0.098900,0.560440,-0.261489,1.479823,1.306311,-0.285052,0.345723,0.354551,-0.231990,0.275947,0.041514,0.071110,0.324309,0.324342,0.073410,0.327885,0.320000,0.332014,0.464146,0.017728
59.4285,4.71680,38.88,MID,-0.247999,1.462918,1.291254,-0.230770,0.098900,0.648350,-0.261847,1.479749,1.308448,-0.276947,0.336615,0.343877,-0.109890,0.295483,0.036630,0.070392,0.324639,0.324220,0.072643,0.328110,0.320000,0.332183,0.464181,0.017194
59.4385,4.71760,38.89,MID,-0.248381,1.462537,1.293161,-0.274727,-0.296703,0.362637,-0.262210,1.479638,1.310528,-0.276593,0.342035,0.347326,-0.271062,0.363858,0.041514,0.069569,0.324835,0.324234,0.071874,0.328330,0.320000,0.332201,0.464204,0.017366
59.4485,4.71840,38.89,MID,-0.248762,1.462918,1.295069,-0.032967,0.098900,0.626373,-0.262564,1.479542,1.312618,-0.276026,0.332476,0.350983,-0.168498,0.324786,0.036630,0.069102,0.325058,0.324169,0.071104,0.328550,0.320000,0.332322,0.464245,0.017549
59.4586,4.71920,38.90,MID,-0.249525,1.462918,1.296595,-0.186813,0.076923,-0.054947,-0.262906,1.479460,1.314718,-0.267618,0.330831,0.362477,-0.095238,0.315019,0.046398,0.068585,0.325271,0.324051,0.070335,0.328770,0.320000,0.332423,0.464235,0.018124
59.4691,4.72000,38.91,MID,-0.249525,1.462537,1.298884,-0.252747,0.054947,0.054947,-0.263246,1.479366,1.316795,-0.274425,0.336585,0.358223,-0.476191,0.339438,0.051282,0.067623,0.325461,0.324154,0.069565,0.328987,0.320000,0.332412,0.464299,0.017911
59.4790,4.72080,38.91,MID,-0.249907,1.462537,1.301173,0.164837,-0.098900,0.362637,-0.263587,1.479254,1.318841,-0.273600,0.334349,0.353351,-0.305250,0.339438,0.065934,0.066838,0.325704,0.324136,0.068794,0.329200,0.320000,0.332491,0.464343,0.017668
59.4894,4.72160,38.92,MID,-0.249907,1.462537,1.302699,-0.076923,0.208790,0.274727,-0.263916,1.479156,1.320896,-0.280193,0.332395,0.363948,-0.246642,0.349206,0.051282,0.066312,0.325839,0.324177,0.068023,0.329414,0.320000,0.332518,0.464391,0.018197
59.4991,4.72240,38.93,MID,-0.250288,1.462918,1.304988,0.010990,0.098900,0.032967,-0.264235,1.479073,1.322963,-0.278946,0.323099,0.359495,-0.217339,0.310134,0.056166,0.065702,0.326095,0.324119,0.067252,0.329627,0.320000,0.332648,0.464443,0.017975
59.5097,4.72320,38.93,MID,-0.251051,1.462537,1.306895,-0.142857,0.120880,0.054947,-0.264558,1.478959,1.324981,-0.270147,0.328451,0.361711,-0.124542,0.344322,0.065934,0.064861,0.326327,0.324046,0.066480,0.329835,0.320000,0.332710,0.464437,0.018086
59.5195,4.72400,38.94,MID,-0.251051,1.462537,1.309184,-0.296703,0.076923,0.428570,-0.264875,1.478846,1.326992,-0.276483,0.326186,0.356156,-0.315019,0.334555,0.080586,0.064062,0.326529,0.324104,0.065707,0.330041,0.320000,0.332754,0.464509,0.017808
59.5296,4.72480,38.95,MID,-0.251433,1.462537,1.311473,-0.054947,-0.032967,0.384617,-0.265181,1.478747,1.329013,-0.274978,0.324207,0.350812,-0.305250,0.344322,0.051282,0.063261,0.326770,0.324081,0.064934,0.330247,0.320000,0.332837,0.464552,0.017541
59.5395,4.72560,38.95,MID,-0.251814,1.462537,1.312999,-0.362637,-0.186813,0.208790,-0.265479,1.478657,1.331039,-0.273296,0.322411,0.360799,-0.319902,0.329670,0.051282,0.062725,0.326942,0.324038,0.064161,0.330453,0.320000,0.332905,0.464572,0.018040
59.5495,4.72640,38.96,MID,-0.251814,1.462537,1.314906,-0.010990,-0.054947,0.032967,-0.265783,1.478528,1.333005,-0.279376,0.319832,0.361987,-0.251526,0.319902,0.090354,0.062052,0.327110,0.324085,0.063386,0.330653,0.320000,0.332944,0.464632,0.018099
59.5597,4.72720,38.97,MID,-0.251814,1.462537,1.316813,0.340660,0.032967,0.384617,-0.266076,1.478414,1.334983,-0.285244,0.317538,0.363387,-0.319902,0.324786,0.075702,0.061376,0.327278,0.324131,0.062611,0.330852,0.320000,0.332983,0.464692,0.018169
59.5699,4.72800,38.97,MID,-0.252577,1.462537,1.319102,-0.208790,-0.054947,0.494507,-0.266359,1.478313,1.336971,-0.275644,0.315532,0.357368,-0.241758,0.300366,0.070818,0.060563,0.327555,0.324023,0.061837,0.331052,0.320000,0.333107,0.464706,0.017868
59.5799,4.72880,38.98,MID,-0.252958,1.462537,1.320247,-0.164837,0.054947,0.010990,-0.266639,1.478203,1.338938,-0.273616,0.313331,0.373829,-0.188034,0.310134,0.119658,0.060155,0.327694,0.323969,0.061061,0.331249,0.320000,0.333169,0.464713,0.018691
59.5898,4.72960,38.99,MID,-0.252958,1.462537,1.322154,0.340660,-0.010990,-0.384617,-0.266920,1.478073,1.340871,-0.279229,0.310718,0.374349,-0.275947,0.315019,0.051282,0.059471,0.327861,0.324012,0.060285,0.331442,0.320000,0.333211,0.464772,0.018717
59.6000,4.73040,38.99,MID,-0.253340,1.462537,1.324443,0.186813,0.208790,0.010990,-0.267190,1.477956,1.342815,-0.277002,0.308392,0.367453,-0.275947,0.305250,0.080586,0.058648,0.328099,0.323983,0.059508,0.331635,0.320000,0.333299,0.464815,0.018373
59.6099,4.73120,39.00,MID,-0.253721,1.462537,1.326732,0.032967,-0.010990,0.032967,-0.267450,1.477855,1.344770,-0.274566,0.306358,0.360769,-0.183150,0.315019,0.056166,0.057821,0.328336,0.323952,0.058732,0.331827,0.320000,0.333389,0.464858,0.018038
59.6202,4.73200,39.01,MID,-0.253721,1.462537,1.328639,0.032967,-0.076923,0.604397,-0.267707,1.477741,1.346702,-0.279716,0.304083,0.361253,-0.275947,0.300366,0.090354,0.057128,0.328502,0.323992,0.057955,0.332017,0.320000,0.333433,0.464918,0.018063
59.6301,4.73280,39.01,MID,-0.254484,1.462537,1.330546,-0.098900,0.098900,0.054947,-0.267957,1.477632,1.348631,-0.269461,0.301897,0.361697,-0.124542,0.275947,0.085470,0.056434,0.328744,0.323871,0.057177,0.332206,0.320000,0.333553,0.464919,0.018085
59.6408,4.73360,39.02,MID,-0.254866,1.462537,1.332835,-0.032967,0.516483,0.318680,-0.268197,1.477537,1.350571,-0.266625,0.300005,0.354723,-0.197803,0.315019,0.075702,0.055597,0.328980,0.323836,0.056400,0.332395,0.320000,0.333645,0.464961,0.017736
59.6509,4.73440,39.03,MID,-0.254866,1.462537,1.334742,0.098900,0.098900,0.340660,-0.268427,1.477455,1.352519,-0.271225,0.298358,0.355530,-0.319902,0.300366,0.056166,0.054895,0.329145,0.323874,0.055622,0.332583,0.320000,0.333691,0.465021,0.017776
59.6611,4.73520,39.03,MID,-0.255247,1.462537,1.336650,0.164837,0.230770,0.164837,-0.268664,1.477329,1.354405,-0.268345,0.295852,0.355103,-0.158731,0.300366,0.041514,0.054191,0.329348,0.323830,0.054843,0.332765,0.320000,0.333776,0.465051,0.017755
59.6710,4.73600,39.04,MID,-0.255629,1.462537,1.338939,-0.120880,0.252747,0.208790,-0.268892,1.477219,1.356302,-0.265256,0.293636,0.347263,-0.192918,0.285714,0.056166,0.053342,0.329583,0.323793,0.054064,0.332947,0.320000,0.333871,0.465093,0.017363
59.6811,4.73680,39.05,MID,-0.256010,1.462537,1.340846,-0.318680,-0.142857,0.560440,-0.269108,1.477123,1.358209,-0.261958,0.291716,0.347265,-0.173382,0.256411,0.036630,0.052632,0.329784,0.323747,0.053285,0.333128,0.320000,0.333958,0.465124,0.017363
59.6915,4.73760,39.05,MID,-0.256392,1.462537,1.342753,-0.208790,-0.098900,-0.010990,-0.269321,1.477020,1.360101,-0.258583,0.289666,0.346950,-0.207570,0.290598,0.031746,0.051919,0.329986,0.323700,0.052506,0.333308,0.320000,0.334045,0.465154,0.017348
59.7017,4.73840,39.06,MID,-0.256773,1.462537,1.344661,-0.164837,0.296703,0.208790,-0.269535,1.476893,1.361955,-0.255241,0.287125,0.345878,-0.231990,0.280830,0.041514,0.051203,0.330187,0.323652,0.051725,0.333483,0.320000,0.334133,0.465184,0.017294
59.7117,4.73920,39.07,MID,-0.256773,1.462155,1.346949,0.076923,-0.032967,0.076923,-0.269739,1.476781,1.363819,-0.259320,0.292507,0.337393,-0.383394,0.300366,0.026862,0.050153,0.330366,0.323723,0.050944,0.333658,0.320000,0.334151,0.465246,0.016870
59.7222,4.74000,39.07,MID,-0.256773,1.462537,1.349238,0.340660,0.142857,0.318680,-0.269933,1.476683,1.365694,-0.263190,0.282928,0.329121,-0.368742,0.290598,0.070818,0.049469,0.330576,0.323728,0.050164,0.333833,0.320000,0.334257,0.465325,0.016456
59.7312,4.74080,39.08,MID,-0.257536,1.462537,1.350764,0.120880,0.208790,0.230770,-0.270128,1.476560,1.367531,-0.251840,0.280468,0.335330,-0.148962,0.266178,0.065934,0.048889,0.330782,0.323590,0.049382,0.334003,0.320000,0.334375,0.465314,0.016767
59.7412,4.74160,39.09,MID,-0.257918,1.462155,1.353053,-0.186813,-0.274727,0.428570,-0.270319,1.476431,1.369353,-0.248037,0.285519,0.325992,-0.192918,0.266178,0.056166,0.047829,0.330997,0.323575,0.048600,0.334171,0.320000,0.334435,0.465347,0.016300
59.7512,4.74240,39.09,MID,-0.258299,1.462155,1.354960,-0.010990,-0.032967,0.208790,-0.270500,1.476317,1.371185,-0.244025,0.283239,0.324501,-0.315019,0.285714,0.061050,0.047096,0.331196,0.323522,0.047818,0.334339,0.320000,0.334528,0.465376,0.016225
59.7613,4.74320,39.10,MID,-0.258680,1.462537,1.356868,-0.054947,0.186813,0.164837,-0.270671,1.476218,1.373029,-0.239805,0.273629,0.323224,-0.134310,0.290598,0.051282,0.046546,0.331411,0.323437,0.047036,0.334508,0.320000,0.334663,0.465415,0.016161
59.7721,4.74400,39.11,MID,-0.258680,1.462155,1.358394,0.142857,-0.164837,-0.010990,-0.270849,1.476074,1.374811,-0.243369,0.278382,0.328344,-0.295483,0.280830,0.036630,0.045768,0.331522,0.323488,0.046252,0.334669,0.320000,0.334667,0.465453,0.016417
59.7821,4.74480,39.11,MID,-0.259443,1.462537,1.360683,-0.164837,-0.076923,0.362637,-0.271017,1.475944,1.376601,-0.231476,0.268137,0.318361,-0.280830,0.261294,0.056166,0.045064,0.331806,0.323325,0.045469,0.334830,0.320000,0.334852,0.465473,0.015918
59.7923,4.74560,39.12,MID,-0.259825,1.462155,1.362591,-0.208790,-0.010990,0.186813,-0.271175,1.475828,1.378403,-0.227005,0.273450,0.316244,-0.207570,0.285714,0.075702,0.044133,0.331987,0.323298,0.044685,0.334992,0.320000,0.334907,0.465494,0.015812
59.8025,4.74640,39.13,MID,-0.259825,1.462537,1.364498,-0.032967,0.230770,0.120880,-0.271328,1.475710,1.380195,-0.230059,0.263464,0.313932,-0.339438,0.271062,0.061050,0.043570,0.332162,0.323291,0.043901,0.335151,0.320000,0.335007,0.465561,0.015697
59.8126,4.74720,39.13,MID,-0.260206,1.462155,1.366024,-0.010990,-0.032967,0.296703,-0.271484,1.475562,1.381943,-0.225544,0.268138,0.318390,-0.134310,0.261294,0.061050,0.042782,0.332310,0.323256,0.043116,0.335305,0.320000,0.335052,0.465569,0.015920
59.8223,4.74800,39.14,MID,-0.260588,1.462155,1.367550,-0.054947,-0.032967,0.472527,-0.271629,1.475429,1.383703,-0.220822,0.265482,0.323069,-0.192918,0.261294,0.070818,0.042179,0.332474,0.323192,0.042331,0.335460,0.320000,0.335139,0.465587,0.016153
59.8328,4.74880,39.14,MID,-0.260969,1.462155,1.369076,-0.032967,-0.230770,0.076923,-0.271764,1.475312,1.385474,-0.215892,0.263128,0.327966,-0.153846,0.236875,0.109890,0.041574,0.332638,0.323127,0.041546,0.335614,0.320000,0.335226,0.465604,0.016398
59.8418,4.74960,39.15,MID,-0.260969,1.462537,1.370983,0.142857,0.098900,0.362637,-0.271899,1.475173,1.387213,-0.218600,0.252724,0.324591,-0.173382,0.241758,0.080586,0.041000,0.332812,0.323117,0.040760,0.335765,0.320000,0.335328,0.465671,0.016230
59.8520,4.75040,39.16,MID,-0.261351,1.462537,1.372890,-0.010990,0.098900,0.164837,-0.272032,1.475023,1.388931,-0.213627,0.249723,0.320814,-0.231990,0.227106,0.051282,0.040237,0.333006,0.323054,0.039974,0.335912,0.320000,0.335428,0.465700,0.016041
59.8621,4.75120,39.16,MID,-0.261351,1.462155,1.374416,0.164837,-0.054947,0.120880,-0.272155,1.474888,1.390661,-0.216076,0.254654,0.324887,-0.148962,0.256411,0.075702,0.039436,0.333114,0.323095,0.039188,0.336060,0.320000,0.335440,0.465737,0.016244
59.8723,4.75200,39.17,MID,-0.261732,1.462155,1.375942,-0.010990,-0.142857,0.120880,-0.272267,1.474768,1.392401,-0.210689,0.252260,0.329179,-0.168498,0.236875,0.065934,0.038821,0.333276,0.323027,0.038402,0.336207,0.320000,0.335530,0.465754,0.016459
