t,s_m,pct,plane,q0,q1,q2,qd0,qd1,qd2,q_cmd0,q_cmd1,q_cmd2,tau0,tau1,tau2,tauIq0,tauIq1,tauIq2,foot_x,foot_y,foot_z,tgt_x,tgt_y,tgt_z,r_xy,L_m,lag_rad
59.8823,4.75280,39.18,MID,-0.262114,1.462155,1.377468,-0.120880,-0.010990,0.340660,-0.272385,1.474608,1.394087,-0.205422,0.249061,0.332388,-0.222222,0.227106,0.100122,0.038204,0.333439,0.322958,0.037614,0.336349,0.320000,0.335620,0.465771,0.016619
59.8926,4.75360,39.18,MID,-0.262114,1.462155,1.379375,0.076923,-0.142857,0.208790,-0.272495,1.474456,1.395776,-0.207621,0.246013,0.328015,-0.212454,0.236875,0.095238,0.037428,0.333593,0.322972,0.036827,0.336489,0.320000,0.335686,0.465828,0.016401
59.9026,4.75440,39.19,MID,-0.262495,1.462155,1.380901,-0.142857,-0.076923,0.252747,-0.272594,1.474319,1.397476,-0.201983,0.243270,0.331492,-0.251526,0.241758,0.105006,0.036806,0.333755,0.322901,0.036039,0.336630,0.320000,0.335778,0.465845,0.016575
59.9125,4.75520,39.20,MID,-0.262495,1.462155,1.382809,0.098900,-0.076923,0.472527,-0.272687,1.474185,1.399173,-0.203835,0.240605,0.327296,-0.129426,0.231990,0.065934,0.036024,0.333908,0.322912,0.035251,0.336769,0.320000,0.335846,0.465902,0.016365
59.9227,4.75600,39.20,MID,-0.262877,1.462155,1.384334,0.010990,0.076923,0.098900,-0.272784,1.474015,1.400822,-0.198155,0.237203,0.329742,-0.183150,0.231990,0.090354,0.035396,0.334069,0.322840,0.034463,0.336903,0.320000,0.335939,0.465919,0.016487
59.9328,4.75680,39.21,MID,-0.262877,1.462155,1.385860,0.076923,0.142857,0.076923,-0.272872,1.473860,1.402481,-0.199897,0.234105,0.332413,-0.095238,0.236875,0.065934,0.034766,0.334191,0.322848,0.033674,0.337037,0.320000,0.335995,0.465965,0.016621
59.9428,4.75760,39.22,MID,-0.262877,1.462537,1.387768,0.428570,0.252747,-0.010990,-0.272948,1.473721,1.404152,-0.201433,0.223685,0.327677,-0.144078,0.227106,0.070818,0.034163,0.334362,0.322831,0.032885,0.337170,0.320000,0.336102,0.466031,0.016384
59.9529,4.75840,39.22,MID,-0.263258,1.462155,1.389294,-0.032967,-0.384617,0.054947,-0.273024,1.473566,1.405798,-0.195309,0.228222,0.330092,-0.197803,0.227106,0.075702,0.033340,0.334503,0.322781,0.032096,0.337301,0.320000,0.336160,0.466038,0.016505
59.9628,4.75920,39.23,MID,-0.263640,1.462155,1.391201,0.098900,-0.142857,0.142857,-0.273098,1.473393,1.407418,-0.189173,0.224765,0.324334,-0.109890,0.202686,0.100122,0.032543,0.334692,0.322706,0.031306,0.337427,0.320000,0.336270,0.466066,0.016217
59.9731,4.76000,39.24,MID,-0.263258,1.462155,1.392727,0.516483,0.098900,-0.010990,-0.273163,1.473236,1.409048,-0.198089,0.221615,0.326430,-0.148962,0.207570,0.163614,0.031902,0.334775,0.322792,0.030516,0.337554,0.320000,0.336291,0.466140,0.016322
59.9832,4.76080,39.24,MID,-0.263640,1.462155,1.395016,0.120880,0.054947,0.318680,-0.273217,1.473094,1.410690,-0.191539,0.218775,0.313491,-0.183150,0.202686,0.095238,0.030937,0.334993,0.322716,0.029726,0.337681,0.320000,0.336418,0.466179,0.015675
59.9937,4.76160,39.25,MID,-0.264021,1.462155,1.396541,0.032967,0.120880,-0.164837,-0.273269,1.472937,1.412308,-0.184959,0.215631,0.315338,-0.105006,0.202686,0.065934,0.030291,0.335150,0.322636,0.028936,0.337805,0.320000,0.336517,0.466195,0.015767
60.0044,4.76240,39.26,MID,-0.264021,1.462155,1.398449,0.120880,0.318680,0.582417,-0.273314,1.472786,1.413928,-0.185855,0.212615,0.309575,-0.202686,0.212454,0.056166,0.029479,0.335299,0.322638,0.028145,0.337927,0.320000,0.336593,0.466251,0.015479
60.0147,4.76320,39.26,MID,-0.264403,1.462155,1.399975,0.054947,-0.010990,0.032967,-0.273348,1.472651,1.415558,-0.178914,0.209912,0.311665,-0.119658,0.197803,0.075702,0.028828,0.335456,0.322557,0.027355,0.338050,0.320000,0.336692,0.466267,0.015583
60.0257,4.76400,39.27,MID,-0.264784,1.462155,1.401882,-0.164837,0.186813,0.318680,-0.273374,1.472527,1.417195,-0.171791,0.207441,0.306256,-0.056166,0.183150,0.105006,0.028010,0.335642,0.322475,0.026564,0.338172,0.320000,0.336808,0.466294,0.015313
60.0367,4.76480,39.28,MID,-0.264403,1.462155,1.403408,0.318680,-0.164837,-0.098900,-0.273406,1.472358,1.418775,-0.180067,0.204063,0.307335,-0.105006,0.192918,0.100122,0.027352,0.335722,0.322555,0.025772,0.338287,0.320000,0.336834,0.466368,0.015367
60.0460,4.76560,39.28,MID,-0.264403,1.462155,1.404934,-0.032967,-0.186813,0.142857,-0.273428,1.472205,1.420366,-0.180508,0.200995,0.308642,-0.285714,0.183150,0.075702,0.026692,0.335839,0.322553,0.024981,0.338403,0.320000,0.336898,0.466413,0.015432
60.0559,4.76640,39.29,MID,-0.264784,1.462155,1.406841,-0.142857,0.472527,0.098900,-0.273440,1.472067,1.421968,-0.173113,0.198243,0.302543,-0.236875,0.217339,0.075702,0.025864,0.336023,0.322467,0.024189,0.338518,0.320000,0.337017,0.466439,0.015127
60.0658,4.76720,39.30,MID,-0.265165,1.462155,1.407986,-0.450550,-0.032967,-0.230770,-0.273448,1.471922,1.423556,-0.165643,0.195345,0.311416,-0.153846,0.183150,0.070818,0.025366,0.336148,0.322382,0.023397,0.338632,0.320000,0.337104,0.466443,0.015571
60.0759,4.76800,39.30,MID,-0.264784,1.462155,1.409893,0.384617,0.010990,-0.208790,-0.273457,1.471751,1.425109,-0.173465,0.191909,0.304316,-0.144078,0.192918,0.085470,0.024531,0.336256,0.322457,0.022605,0.338740,0.320000,0.337149,0.466528,0.015216
60.0858,4.76880,39.31,MID,-0.264784,1.462155,1.412182,0.384617,-0.010990,0.582417,-0.273457,1.471595,1.426672,-0.173451,0.188786,0.289815,-0.105006,0.163614,0.051282,0.023524,0.336429,0.322448,0.021812,0.338849,0.320000,0.337250,0.466595,0.014491
60.0958,4.76960,39.32,MID,-0.264784,1.461774,1.413326,0.230770,-0.494507,0.252747,-0.273446,1.471454,1.428248,-0.173231,0.193612,0.298427,-0.100122,0.163614,0.036630,0.022828,0.336495,0.322463,0.021019,0.338957,0.320000,0.337269,0.466618,0.014921
60.1060,4.77040,39.32,MID,-0.265165,1.461774,1.414852,-0.076923,-0.032967,0.054947,-0.273436,1.471288,1.429788,-0.165413,0.190278,0.298711,-0.168498,0.202686,0.056166,0.022152,0.336647,0.322373,0.020226,0.339062,0.320000,0.337376,0.466633,0.014936
60.1163,4.77120,39.33,MID,-0.265165,1.461774,1.416378,0.010990,-0.142857,0.098900,-0.273423,1.471113,1.431313,-0.165152,0.186782,0.298703,-0.236875,0.188034,0.075702,0.021473,0.336761,0.322364,0.019433,0.339163,0.320000,0.337445,0.466677,0.014935
60.1263,4.77200,39.34,MID,-0.265165,1.462155,1.417904,0.186813,0.076923,0.252747,-0.273400,1.470954,1.432850,-0.164685,0.175973,0.298922,-0.158731,0.168498,0.051282,0.020982,0.336895,0.322333,0.018639,0.339265,0.320000,0.337548,0.466730,0.014946
60.1365,4.77280,39.34,MID,-0.265165,1.461774,1.419811,0.054947,-0.274727,0.494507,-0.273366,1.470811,1.434398,-0.164011,0.180744,0.291739,-0.163614,0.168498,0.046398,0.019936,0.337016,0.322339,0.017846,0.339367,0.320000,0.337605,0.466776,0.014587
60.1467,4.77360,39.35,MID,-0.265165,1.462155,1.420956,-0.054947,-0.010990,0.186813,-0.273339,1.470622,1.435891,-0.163474,0.169339,0.298711,-0.192918,0.153846,0.031746,0.019611,0.337121,0.322310,0.017051,0.339462,0.320000,0.337691,0.466818,0.014936
60.1565,4.77440,39.36,MID,-0.265165,1.462155,1.422482,-0.010990,0.186813,0.208790,-0.273303,1.470444,1.437390,-0.162759,0.165778,0.298156,-0.100122,0.168498,0.036630,0.018921,0.337233,0.322297,0.016257,0.339557,0.320000,0.337763,0.466862,0.014908
60.1668,4.77520,39.36,MID,-0.265165,1.461774,1.424008,-0.032967,-0.120880,-0.186813,-0.273257,1.470282,1.438901,-0.161839,0.170168,0.297849,-0.207570,0.168498,0.056166,0.018038,0.337324,0.322302,0.015463,0.339651,0.320000,0.337806,0.466896,0.014892
60.1769,4.77600,39.37,MID,-0.265165,1.461774,1.425534,0.054947,-0.142857,-0.010990,-0.273205,1.470122,1.440408,-0.160788,0.166972,0.297472,-0.280830,0.153846,0.065934,0.017343,0.337435,0.322287,0.014668,0.339745,0.320000,0.337880,0.466939,0.014874
60.1867,4.77680,39.38,MID,-0.265165,1.461774,1.427441,0.142857,0.054947,0.252747,-0.273157,1.469925,1.441869,-0.159826,0.163026,0.288559,-0.183150,0.168498,0.031746,0.016470,0.337573,0.322266,0.013873,0.339832,0.320000,0.337975,0.466993,0.014428
60.1968,4.77760,39.38,MID,-0.265547,1.462155,1.429349,-0.054947,0.186813,0.494507,-0.273098,1.469744,1.443343,-0.151028,0.151769,0.279878,-0.153846,0.163614,0.061050,0.015785,0.337769,0.322145,0.013078,0.339920,0.320000,0.338138,0.467027,0.013994
60.2067,4.77840,39.39,MID,-0.265165,1.461774,1.430493,0.076923,-0.054947,0.076923,-0.273030,1.469578,1.444827,-0.157284,0.156095,0.286684,-0.197803,0.153846,0.075702,0.015066,0.337792,0.322230,0.012283,0.340008,0.320000,0.338128,0.467079,0.014334
60.2168,4.77920,39.40,MID,-0.265547,1.462155,1.431638,-0.164837,0.230770,-0.120880,-0.272960,1.469396,1.446289,-0.148255,0.144824,0.293024,-0.148962,0.158731,0.041514,0.014727,0.337933,0.322117,0.011487,0.340092,0.320000,0.338253,0.467092,0.014651
60.2269,4.78000,39.40,MID,-0.265547,1.461774,1.433164,-0.208790,-0.098900,-0.274727,-0.272889,1.469195,1.447725,-0.146839,0.148433,0.291234,-0.148962,0.144078,0.056166,0.013828,0.338020,0.322114,0.010691,0.340173,0.320000,0.338302,0.467125,0.014562
60.2368,4.78080,39.41,MID,-0.265547,1.461774,1.435071,-0.208790,-0.032967,0.186813,-0.272808,1.469011,1.449173,-0.145218,0.144736,0.282047,-0.168498,0.144078,0.114774,0.012938,0.338154,0.322087,0.009895,0.340254,0.320000,0.338402,0.467178,0.014102
60.2470,4.78160,39.42,MID,-0.265165,1.461774,1.436215,0.208790,0.186813,0.186813,-0.272716,1.468842,1.450633,-0.151020,0.141366,0.288349,-0.202686,0.153846,0.075702,0.012402,0.338197,0.322151,0.009099,0.340334,0.320000,0.338424,0.467239,0.014417
60.2571,4.78240,39.42,MID,-0.265165,1.461774,1.437741,-0.164837,-0.076923,0.362637,-0.272629,1.468637,1.452049,-0.149270,0.137270,0.286164,-0.236875,0.124542,0.065934,0.011684,0.338303,0.322128,0.008303,0.340410,0.320000,0.338505,0.467282,0.014308
60.2672,4.78320,39.43,MID,-0.265165,1.461774,1.439267,-0.032967,-0.142857,0.252747,-0.272536,1.468432,1.453461,-0.147401,0.133173,0.283880,-0.163614,0.134310,0.085470,0.010964,0.338409,0.322103,0.007506,0.340484,0.320000,0.338587,0.467324,0.014194
60.2774,4.78400,39.44,MID,-0.265165,1.461774,1.440411,-0.076923,-0.186813,-0.120880,-0.272432,1.468244,1.454884,-0.145327,0.129403,0.289457,-0.158731,0.144078,0.036630,0.010423,0.338489,0.322084,0.006710,0.340557,0.320000,0.338649,0.467356,0.014473
60.2871,4.78480,39.44,MID,-0.265165,1.461774,1.441556,0.274727,-0.252747,-0.164837,-0.272319,1.468069,1.456316,-0.143062,0.125905,0.295207,-0.188034,0.129426,0.065934,0.009879,0.338567,0.322064,0.005913,0.340631,0.320000,0.338711,0.467387,0.014760
60.2972,4.78560,39.45,MID,-0.265547,1.461774,1.443082,-0.538460,0.428570,0.076923,-0.272213,1.467844,1.457692,-0.133316,0.121404,0.292203,-0.173382,0.114774,0.056166,0.009152,0.338709,0.321955,0.005116,0.340698,0.320000,0.338833,0.467400,0.014610
60.3078,4.78640,39.45,MID,-0.264784,1.461774,1.444608,0.384617,0.230770,-0.164837,-0.272097,1.467635,1.459079,-0.146253,0.117226,0.289435,-0.134310,0.114774,0.090354,0.008422,0.338738,0.322090,0.004319,0.340764,0.320000,0.338843,0.467500,0.014472
60.3174,4.78720,39.46,MID,-0.265165,1.461774,1.446133,-0.230770,0.142857,0.186813,-0.271970,1.467443,1.460478,-0.136096,0.113379,0.286899,-0.109890,0.124542,0.105006,0.007689,0.338879,0.321978,0.003521,0.340831,0.320000,0.338966,0.467513,0.014345
60.3284,4.78800,39.47,MID,-0.265165,1.461392,1.447659,0.076923,-0.010990,0.098900,-0.271839,1.467245,1.461867,-0.133479,0.117052,0.284152,-0.144078,0.114774,0.085470,0.006761,0.338959,0.321961,0.002724,0.340896,0.320000,0.339026,0.467544,0.014208
60.3376,4.78880,39.47,MID,-0.265165,1.461392,1.448422,-0.120880,-0.076923,0.340660,-0.271711,1.467015,1.463219,-0.130910,0.112463,0.295933,-0.119658,0.100122,0.148962,0.006392,0.339010,0.321945,0.001926,0.340956,0.320000,0.339070,0.467565,0.014797
60.3476,4.78960,39.48,MID,-0.265165,1.461392,1.449948,-0.494507,-0.032967,0.340660,-0.271572,1.466802,1.464583,-0.128136,0.108201,0.292691,-0.114774,0.114774,0.095238,0.005652,0.339111,0.321912,0.001129,0.341015,0.320000,0.339159,0.467606,0.014635
60.3576,4.79040,39.49,MID,-0.264784,1.461392,1.451474,0.274727,0.032967,0.010990,-0.271423,1.466606,1.465958,-0.132784,0.104272,0.289683,-0.173382,0.090354,0.065934,0.004908,0.339175,0.321959,0.000331,0.341075,0.320000,0.339210,0.467677,0.014484
60.3684,4.79120,39.49,MID,-0.264784,1.461011,1.452618,0.076923,-0.450550,-0.010990,-0.273617,1.465847,1.465847,-0.176661,0.096731,0.264565,-0.119658,0.085470,0.109890,0.004157,0.339227,0.321945,0.000000,0.341234,0.319551,0.339252,0.467698,0.013228
60.3778,4.79200,39.50,MID,-0.264784,1.461392,1.453381,-0.362637,-0.230770,-0.142857,-0.277478,1.464685,1.464685,-0.253879,0.065851,0.226068,-0.202686,0.085470,0.163614,0.003974,0.339300,0.321915,0.000000,0.341462,0.318785,0.339323,0.467728,0.012694
60.3885,4.79280,39.51,MID,-0.265165,1.461392,1.454907,-0.582417,0.142857,-0.010990,-0.281333,1.463548,1.463548,-0.323348,0.043108,0.172808,-0.139194,0.085470,0.105006,0.003224,0.339437,0.321796,0.000000,0.341691,0.318018,0.339452,0.467739,0.016167
60.3978,4.79360,39.51,MID,-0.265165,1.461011,1.456052,-0.010990,-0.076923,0.076923,-0.285183,1.462430,1.462430,-0.400341,0.028389,0.127571,-0.329670,0.070818,0.051282,0.002468,0.339487,0.321779,0.000000,0.341919,0.317251,0.339496,0.467760,0.020017
60.4081,4.79440,39.52,MID,-0.266311,1.461011,1.456815,-0.428570,-0.010990,-0.054947,-0.289027,1.461332,1.461332,-0.454322,0.006433,0.090356,-0.271062,0.095238,0.051282,0.002091,0.339649,0.321513,0.000000,0.342148,0.316484,0.339655,0.467693,0.022716
60.4182,4.79520,39.53,LIFT,-0.267074,1.460248,1.457196,-0.164837,-0.208790,0.032967,-0.292866,1.460254,1.460254,-0.515846,0.000125,0.061160,-0.227106,0.075702,0.041514,0.001520,0.339701,0.321362,0.000000,0.342376,0.315718,0.339704,0.467624,0.025792
60.4289,4.79600,39.53,LIFT,-0.269744,1.459866,1.457578,-0.538460,-0.076923,0.186813,-0.296700,1.459195,1.459195,-0.539118,-0.013423,0.032353,-0.065934,0.056166,0.041514,0.001140,0.339963,0.320788,0.000000,0.342605,0.314951,0.339965,0.467420,0.026956
60.4386,4.79680,39.54,LIFT,-0.271270,1.459485,1.457196,-0.120880,-0.208790,-0.142857,-0.300529,1.458156,1.458156,-0.585173,-0.026586,0.019191,-0.324786,0.046398,0.041514,0.001139,0.340064,0.320482,0.000000,0.342833,0.314184,0.340065,0.467283,0.029259
60.4491,4.79760,39.55,LIFT,-0.274322,1.459103,1.457196,-0.296703,-0.472527,-0.274727,-0.304352,1.457135,1.457135,-0.600607,-0.039364,-0.001217,-0.437119,0.021978,0.056166,0.000949,0.340337,0.319836,0.000000,0.343062,0.313418,0.340338,0.467038,0.030030
60.4586,4.79840,39.55,LIFT,-0.277373,1.458722,1.457196,-0.142857,-0.164837,0.230770,-0.308170,1.456134,1.456134,-0.615937,-0.051759,-0.021241,-0.222222,0.021978,0.036630,0.000759,0.340608,0.319190,0.000000,0.343290,0.312651,0.340609,0.466794,0.030797
60.4689,4.79920,39.56,LIFT,-0.281188,1.458341,1.456815,-0.318680,-0.076923,-0.274727,-0.311983,1.455152,1.455152,-0.615904,-0.063774,-0.033256,0.046398,-0.002442,-0.002442,0.000759,0.340928,0.318390,0.000000,0.343518,0.311884,0.340929,0.466481,0.030795
60.4790,4.80000,39.57,LIFT,-0.283858,1.457959,1.456433,-0.736263,-0.010990,0.208790,-0.315791,1.454189,1.454189,-0.638655,-0.075410,-0.044892,-0.334555,0.017094,0.026862,0.000758,0.341136,0.317836,0.000000,0.343747,0.311118,0.341137,0.466255,0.031933
60.4893,4.80080,39.57,LIFT,-0.287292,1.457578,1.456052,-0.076923,-0.186813,0.032967,-0.319594,1.453244,1.453244,-0.646044,-0.086668,-0.056151,-0.280830,-0.017094,0.007326,0.000758,0.341416,0.317118,0.000000,0.343975,0.310351,0.341417,0.465971,0.032302
60.4986,4.80160,39.58,LIFT,-0.291106,1.457196,1.455670,-0.450550,-0.076923,0.340660,-0.323391,1.452319,1.452319,-0.645701,-0.097551,-0.067033,-0.178267,-0.041514,0.012210,0.000757,0.341730,0.316317,0.000000,0.344204,0.309584,0.341731,0.465657,0.032285
60.5095,4.80240,39.59,LIFT,-0.294921,1.456815,1.454907,-0.406593,-0.164837,0.120880,-0.327184,1.451412,1.451412,-0.645254,-0.108060,-0.069913,-0.134310,-0.007326,0.041514,0.000945,0.342019,0.315527,0.000000,0.344432,0.308818,0.342020,0.465333,0.032263
60.5190,4.80320,39.59,LIFT,-0.297591,1.456433,1.454144,-0.450550,-0.120880,-0.032967,-0.330971,1.450523,1.450523,-0.667593,-0.118196,-0.072420,-0.153846,-0.041514,0.021978,0.001133,0.342198,0.314983,0.000000,0.344661,0.308051,0.342200,0.465097,0.033380
60.5294,4.80400,39.60,LIFT,-0.301406,1.455670,1.453381,-0.274727,-0.208790,0.032967,-0.334753,1.449654,1.449654,-0.666941,-0.120332,-0.074556,-0.153846,-0.036630,0.021978,0.001131,0.342459,0.314204,0.000000,0.344889,0.307284,0.342461,0.464762,0.033347
60.5392,4.80480,39.61,LIFT,-0.304458,1.454907,1.453000,-0.384617,-0.318680,0.142857,-0.338530,1.448802,1.448802,-0.681446,-0.122098,-0.083951,-0.227106,-0.056166,0.041514,0.000941,0.342672,0.313579,0.000000,0.345118,0.306518,0.342673,0.464496,0.034072
60.5495,4.80560,39.61,LIFT,-0.307510,1.454526,1.451856,-0.318680,-0.076923,-0.450550,-0.342302,1.447970,1.447970,-0.695847,-0.131126,-0.077720,-0.393163,-0.046398,-0.012210,0.001316,0.342859,0.312964,0.000000,0.345346,0.305751,0.342862,0.464220,0.034792
60.5592,4.80640,39.62,LIFT,-0.310561,1.453763,1.451474,-0.538460,-0.164837,0.406593,-0.346069,1.447155,1.447155,-0.710147,-0.132157,-0.086380,-0.310134,-0.075702,0.031746,0.001126,0.343069,0.312338,0.000000,0.345575,0.304984,0.343071,0.463954,0.035507
60.5697,4.80720,39.63,LIFT,-0.312850,1.453381,1.450711,-0.120880,-0.164837,-0.054947,-0.349830,1.446359,1.446359,-0.739603,-0.140452,-0.087046,-0.246642,-0.065934,0.012210,0.001312,0.343208,0.311877,0.000000,0.345803,0.304218,0.343211,0.463746,0.036980
60.5796,4.80800,39.63,LIFT,-0.315902,1.453000,1.449948,-0.296703,-0.164837,-0.362637,-0.353587,1.445581,1.445581,-0.753698,-0.148382,-0.087347,-0.285714,-0.090354,0.002442,0.001498,0.343416,0.311251,0.000000,0.346032,0.303451,0.343419,0.463480,0.037685
60.5896,4.80880,39.64,LIFT,-0.318954,1.452237,1.449567,-0.604397,-0.274727,-0.054947,-0.357338,1.444821,1.444821,-0.767692,-0.148321,-0.094915,-0.280830,-0.095238,-0.002442,0.001309,0.343623,0.310625,0.000000,0.346260,0.302684,0.343625,0.463213,0.038385
60.5997,4.80960,39.65,LIFT,-0.322005,1.451856,1.448422,-0.296703,0.054947,-0.252747,-0.361085,1.444079,1.444079,-0.781584,-0.155526,-0.086862,-0.285714,-0.065934,-0.002442,0.001680,0.343804,0.310009,0.000000,0.346489,0.301918,0.343808,0.462936,0.039079
60.6096,4.81040,39.65,LIFT,-0.325439,1.451093,1.447659,-0.208790,-0.120880,-0.032967,-0.364826,1.443356,1.443356,-0.787744,-0.154742,-0.086077,-0.358974,-0.061050,0.031746,0.001677,0.344019,0.309312,0.000000,0.346717,0.301151,0.344023,0.462629,0.039387
60.6197,4.81120,39.66,LIFT,-0.328109,1.450711,1.446896,0.010990,0.186813,-0.274727,-0.368562,1.442650,1.442650,-0.809062,-0.161227,-0.084933,-0.310134,-0.061050,0.007326,0.001861,0.344187,0.308768,0.000000,0.346946,0.300384,0.344192,0.462391,0.040453
60.6308,4.81200,39.67,LIFT,-0.331925,1.449948,1.446515,-0.230770,0.384617,0.120880,-0.372293,1.441962,1.441962,-0.807371,-0.159724,-0.091060,-0.412699,-0.070818,0.012210,0.001673,0.344458,0.307978,0.000000,0.347174,0.299617,0.344462,0.462065,0.040369
60.6400,4.81280,39.67,LIFT,-0.336121,1.449185,1.445752,-0.450550,-0.208790,0.120880,-0.376019,1.441292,1.441292,-0.797969,-0.157864,-0.089199,-0.334555,-0.085470,0.017094,0.001670,0.344736,0.307115,0.000000,0.347402,0.298851,0.344740,0.461698,0.039898
60.6499,4.81360,39.68,LIFT,-0.340317,1.448422,1.444989,-0.560440,-0.076923,0.032967,-0.379740,1.440640,1.440640,-0.788465,-0.155647,-0.086983,-0.246642,-0.090354,0.012210,0.001667,0.345012,0.306253,0.000000,0.347631,0.298084,0.345016,0.461331,0.039423
60.6599,4.81440,39.69,LIFT,-0.344895,1.447659,1.444226,-0.384617,-0.076923,0.120880,-0.383456,1.440006,1.440006,-0.771230,-0.153075,-0.084410,-0.173382,-0.085470,0.036630,0.001664,0.345319,0.305308,0.000000,0.347859,0.297317,0.345323,0.460935,0.038561
60.6708,4.81520,39.69,LIFT,-0.348709,1.447278,1.443845,-0.362637,0.054947,0.010990,-0.387167,1.439389,1.439389,-0.769152,-0.157777,-0.089112,-0.139194,-0.100122,0.021978,0.001663,0.345604,0.304505,0.000000,0.348088,0.296551,0.345608,0.460617,0.038458
60.6807,4.81600,39.70,LIFT,-0.353287,1.446896,1.443082,-0.516483,0.010990,-0.318680,-0.390873,1.438790,1.438790,-0.751715,-0.162125,-0.085831,-0.207570,-0.114774,0.031746,0.001846,0.345929,0.303548,0.000000,0.348316,0.295784,0.345934,0.460230,0.037586
60.6913,4.81680,39.71,LIFT,-0.357864,1.446515,1.442319,-0.164837,0.406593,-0.274727,-0.394573,1.438209,1.438209,-0.734177,-0.166120,-0.082197,-0.095238,-0.095238,0.021978,0.002028,0.346252,0.302590,0.000000,0.348545,0.295017,0.346258,0.459842,0.036709
60.7010,4.81760,39.71,LIFT,-0.362824,1.446133,1.441937,-0.362637,-0.230770,-0.010990,-0.398269,1.437645,1.437645,-0.708907,-0.169764,-0.085840,-0.085470,-0.100122,-0.017094,0.002027,0.346628,0.301539,0.000000,0.348773,0.294251,0.346634,0.459435,0.035445
60.7109,4.81840,39.72,LIFT,-0.366257,1.445752,1.441556,-0.252747,-0.098900,0.164837,-0.401960,1.437099,1.437099,-0.714055,-0.173055,-0.089132,-0.231990,-0.105006,0.026862,0.002025,0.346872,0.300818,0.000000,0.349002,0.293484,0.346878,0.459147,0.035703
60.7200,4.81920,39.73,LIFT,-0.370453,1.445371,1.440793,-0.626373,0.208790,-0.032967,-0.405645,1.436571,1.436571,-0.703842,-0.175997,-0.084444,-0.178267,-0.134310,0.017094,0.002206,0.347154,0.299943,0.000000,0.349230,0.292717,0.347161,0.458788,0.035192
